shortName,BugID,Severity,Priority,Status,Assignee,Reporter,Product,Category,Component,Keywords,Build,Regression,Summary,link
2380022,2380022,critical,P1,closed,shuaibingw,ysan,VDI,Blast Integration,Linux Client,,14097816,---,[SSL proxy]Could not connect to agent with Linux client with UAG BSG and tunnel are enabled through proxy,https://buildweb.eng.vmware.com/ob/2380022/
2380165,2380165,critical,P1,closed,yun,yun,VDI,Linux Agent,Smartcard Redirection,,,---,[RHEL8] support smart card in RHEL 8,https://buildweb.eng.vmware.com/ob/2380165/
2380237,2380237,critical,P1,closed,bhatial,xinshul,VDI,Multimedia,Browser Redirection,,,---,[traditional address only]Sometimes meet long time color block when clicking some links,https://buildweb.eng.vmware.com/ob/2380237/
2380309,2380309,serious,P1,closed,leviz,ksong,VDI,Linux Agent,User Experience,triaged,,---,[LinuxVDI][Multi-Session]Need log stdout and stderr of script in processObject.cpp,https://buildweb.eng.vmware.com/ob/2380309/
2380475,2380475,serious,P1,closed,appblast-guru,presslerv,VDI,Blast Integration,Other,found-by-bitb,,---,[BitB] KillConnectionCmd failed with 'Different remote address' and 'Different port',https://buildweb.eng.vmware.com/ob/2380475/
2380611,2380611,critical,P1,closed,achernikov,lkokpyng,VDI,Blast Integration,Win Client,,14032199,---,[Code Under Review] Overlay in view client does not disappear after destroyed,https://buildweb.eng.vmware.com/ob/2380611/
2380616,2380616,minor,P1,new,haishanw,kli,VDI,Microsoft Teams,Client,,,---,end call tone keeps repeats indefinitely when VDI ends call,https://buildweb.eng.vmware.com/ob/2380616/
2380618,2380618,serious,P1,closed,haishanw,kli,VDI,Microsoft Teams,Agent,,,---,VDI did not get incoming video after native cross hold/resume,https://buildweb.eng.vmware.com/ob/2380618/
2380638,2380638,minor,P2,new,haishanw,kli,VDI,Microsoft Teams,Agent,,,---,"With vdi to vdi cross hold, when vdi1 resumes call, vdi2 hears audio for 1 sec (vdi2 has the call on hold)",https://buildweb.eng.vmware.com/ob/2380638/
2380696,2380696,serious,P2,new,blast-networking-sensei,swan,VDI,Blast Networking,Performance,,14108082,---,[SSL proxy] USB disk over VVC appears after about 2 min when the client connects to the remote Win7 agent via SSL Proxy,https://buildweb.eng.vmware.com/ob/2380696/
2380697,2380697,serious,P1,closed,ksong,yanchaozhang,VDI,Linux Agent,mksVNCServer,"linuxvdi-multiple-session, view-agent-auto-lx",14108292,---,core dump generated for Xorg after logoff from broker,https://buildweb.eng.vmware.com/ob/2380697/
2380710,2380710,critical,P1,closed,yun,yanchaozhang,VDI,Linux Agent,mksVNCServer,,14086076,---,[RHEL8] can not logoff from client menu,https://buildweb.eng.vmware.com/ob/2380710/
2380752,2380752,serious,P1,closed,zhange,swan,VDI,L10n Remote Client,L10n-UI Translation,i18n-L1-feature-completion,14112944,---,[SSL Proxy][i18n]The new setting of SSL Proxy Mode is invisible in the display language of Simplified Chinese,https://buildweb.eng.vmware.com/ob/2380752/
2380844,2380844,serious,P1,closed,fabulatech_guru,jizhid,VDI,Virtual Devices,Serial Port Redirection,"CART-Sys-Stress, HorizonRDSH",14104290,Unknown,[RDSH] One ftnlses.exe.2928.dmp dump file was generated during session disconnection-reconnection,https://buildweb.eng.vmware.com/ob/2380844/
2380890,2380890,critical,P0,closed,gopink,yul,VDI,USB Redirection,Arbitrator/usblibs,view-client-auto-mac,14112929,Yes,[Mac USB]USB Arbitrator is failed to start,https://buildweb.eng.vmware.com/ob/2380890/
2380970,2380970,serious,P1,closed,yun,yun,VDI,Linux Agent,Core-Agent,,,---,[RHEL8] instant clone samba offline domain join failed,https://buildweb.eng.vmware.com/ob/2380970/
2381267,2381267,serious,P1,closed,sagasaveeran,ysan,VDI,Blast Networking,Other,,14107858,Yes,Blast worker takes longer to exit and needs to be killed sometimes by Blast service when the service is restarted,https://buildweb.eng.vmware.com/ob/2381267/
2381309,2381309,serious,P1,closed,songyu,yanchaozhang,VDI,Linux Agent,Core-Agent,"linuxvdi-multiple-session, view-agent-auto-lx",14108292,---,Delete IC/FC pool took too long to succeed for Ubuntu 1804,https://buildweb.eng.vmware.com/ob/2381309/
2381310,2381310,serious,P1,closed,nirmitd,xinshul,VDI,Multimedia,Browser Redirection,,,---,"(Traditional approach) ""405: Method not allowed"" error is shown with ???405 error??? "" in CEF",https://buildweb.eng.vmware.com/ob/2381310/
2381346,2381346,critical,P1,closed,vmanalodielsa,yun,VDI,Server Core,IC Integration,TestBlocker,,---,cloneprep.os.linux is false for RHEL 8,https://buildweb.eng.vmware.com/ob/2381346/
2381357,2381357,catastrophic,P1,closed,nge,hyan,VDI,Virtual Devices,Scanner Redirection,CART-Sys-Stress,14104228,---,[RDSH][60 Sessions] Several html5server.dmp files were generated during login-logoff testing,https://buildweb.eng.vmware.com/ob/2381357/
2381370,2381370,critical,P1,closed,gsi,hyan,VDI,USB Redirection,Win Agent,CART-Sys-Stress,14104228,---,[RDSH][60 Sessions]  USB redirection stop working during login-logoff testing due to wsnm.dmp [D:\build\ob\bora-14054838\wake\mfw\libs\messageframework\orchestrator.cpp @ 1658]],https://buildweb.eng.vmware.com/ob/2381370/
2381385,2381385,serious,P1,closed,presslerv,zlin,VDI,Blast Networking,Other,HorizonRDSH,14107858,---,Blast worker dump was found in TaaS session stealing stress test lib\vvclib\vvcSendQueue.c:474,https://buildweb.eng.vmware.com/ob/2381385/
2381513,2381513,serious,P1,closed,ksong,ksong,VDI,Linux Agent,Core-Agent,linuxvdi-multiple-session,,---,[LinuxVDI][TrueSSO]Don't print the certificate of truesso in ViewAgent log,https://buildweb.eng.vmware.com/ob/2381513/
2381529,2381529,serious,P1,closed,chenyu,ksong,VDI,Linux Agent,Core-Agent,linuxvdi-multiple-session,,---,[LinuxVDI][Multi-Session]DesktopController can't report the screen lock event in ubuntu 16.04,https://buildweb.eng.vmware.com/ob/2381529/
2381736,2381736,serious,P1,closed,haishanw,wsong,VDI,Microsoft Teams,Client,,,---,Sometime Ringtone did not ring when making video call from vdi to vdi,https://buildweb.eng.vmware.com/ob/2381736/
2381766,2381766,serious,P1,new,haishanw,kli,VDI,Microsoft Teams,Client,,,---,VDI sees incoming video 18 sec  later when adding video to audio call,https://buildweb.eng.vmware.com/ob/2381766/
2381951,2381951,serious,P1,closed,ksong,hangl,VDI,Linux Agent,Client Drive Redirection,,,---,[Linux VDI] CDR server failed to start,https://buildweb.eng.vmware.com/ob/2381951/
2381998,2381998,serious,P1,closed,hongshengl,agong,VDI,Remote Client,android client,,,---,[OS Update][Android Q] Private key chooser UI can not show up if no key is import onto the device,https://buildweb.eng.vmware.com/ob/2381998/
2382117,2382117,serious,P1,closed,qan,xiaodongz,VDI,Printer  Redirection,VMW - Win Agent,"Brown, CART-Sys-Stress, erqe2verify, HorizonRDSH, hze_scale_710",14113022,---,[RDSH][Session0][PCoIP]All 60 users printers failed to redirect to agent side with seamless window mode during session 0 tests with 60 clients,https://buildweb.eng.vmware.com/ob/2382117/
2382118,2382118,serious,P1,closed,Printer-Redirection-Inhouse,xiaodongz,VDI,Printer  Redirection,VMW - Win Agent,,14113022,---,[RDSH][Session0][PCoIP]All 60 users printers failed to redirect to agent side with seamless window mode during session 0 tests with 60 clients,https://buildweb.eng.vmware.com/ob/2382118/
2382135,2382135,serious,P1,closed,alanh,ljack,VDI,Blast Integration,Win Client,,14123821,---,"[New Client] With relative mouse enabled, after session stole, mouse cannot be moved for about 15 seconds",https://buildweb.eng.vmware.com/ob/2382135/
2382169,2382169,catastrophic,P1,closed,amold,scheng,VDI,Blast Networking,BEAT Side Channel,TestBlocker,14117420,---,wsnm process binding to UDP 22443 port is not released after disconnect network,https://buildweb.eng.vmware.com/ob/2382169/
2382209,2382209,serious,P1,closed,sagasaveeran,xinshul,VDI,Blast Networking,Other,,,---,Black screen when connecting the desktop,https://buildweb.eng.vmware.com/ob/2382209/
2382291,2382291,serious,P1,closed,linz,ghoshamit,VDI,USB Redirection,Win Agent,view-perf-found,14097742,Yes,[DPM-3508]-Higher memory consumed by Win Agent when using USB Redirection through MFW channel,https://buildweb.eng.vmware.com/ob/2382291/
2382424,2382424,critical,P1,closed,keithw,dcheah,VDI,Blast Protocol,Display,cart-st-auto,,Yes,Access violation with adaptive encoder when resizing screen,https://buildweb.eng.vmware.com/ob/2382424/
2382489,2382489,minor,P2,new,haishanw,kli,VDI,Microsoft Teams,Client,,,---,[MSFT 111382] VDI hears end tone twice when call is rejected (not set to forward to vm) [msft workitem 111382],https://buildweb.eng.vmware.com/ob/2382489/
2382594,2382594,critical,P1,closed,joeqiux,wsong,VDI,Microsoft Teams,Agent,,14129839,---,New webRTCRedir.js breaks Video call,https://buildweb.eng.vmware.com/ob/2382594/
2382679,2382679,critical,P1,closed,dcheah,zhoujing,VDI,Blast Protocol,Display,PhysicalPCWin10RS4,14122758,---,[Physical Agent]Win10 RS6 agent meets black screen with specific display adapter,https://buildweb.eng.vmware.com/ob/2382679/
2382703,2382703,serious,P1,new,xwei,hyan,VDI,Client Drive Redirection,Windows Client,CART-Sys-Stress,14123821,Unknown,[Microsoft][RDSH] All CDR folders failed to redirect to RDSH when logon-logoff testing,https://buildweb.eng.vmware.com/ob/2382703/
2382764,2382764,critical,P1,closed,appblast-guru,ljack,VDI,Blast Protocol,Other,PAfeature-BJauto,14131459,Yes,"Sometimes, blast worker dump during session steal between Windows client",https://buildweb.eng.vmware.com/ob/2382764/
2382835,2382835,serious,P1,closed,shahsunny,xinshul,VDI,Multimedia,Browser Redirection,,,---,Blank page problem when proceed to a page which has certificate errors,https://buildweb.eng.vmware.com/ob/2382835/
2382869,2382869,serious,P1,closed,chenyu,yanchaozhang,VDI,Linux Agent,Single Sign-on,"linuxvdi-multiple-session, view-agent-auto-lx",14127249,---,sometimes SSO failed to work during session stolen testing on BAT env,https://buildweb.eng.vmware.com/ob/2382869/
2382871,2382871,serious,P1,closed,qan,xiaodongz,VDI,Printer  Redirection,VMW - Win Agent,"Brown, CART-Sys-Stress, HorizonRDSH",14113022,---,[RDSH][Session0][Blast]Over 20 of 60 users printers failed to redirect to agent side with desktop mode during session 0 tests with 60 clients,https://buildweb.eng.vmware.com/ob/2382871/
2382902,2382902,critical,P1,closed,keithw,ljack,VDI,Blast Protocol,Other,,14132538,---,"With adaptive encoder, Blast worker dumped when doing operations inside agent",https://buildweb.eng.vmware.com/ob/2382902/
2382914,2382914,critical,P1,closed,aisajanyan,yul,VDI,Remote Core,Display (console),"BAT, view-client-auto-mac",14131456,Yes,AutoFit doesn't work for VDI desktop,https://buildweb.eng.vmware.com/ob/2382914/
2382916,2382916,serious,P1,closed,yun,yanchaozhang,VDI,Linux Agent,mksVNCServer,view-agent-auto-lx,14127266,---,[RHEL8] sometimes desktop show black screen and broker show available after connect to agent,https://buildweb.eng.vmware.com/ob/2382916/
2382925,2382925,serious,P1,new,lpamela,yanchaozhang,VDI,Documentation,VDI Linux Desktop User Guide,triaged,14127266,---,[RHEL8] SSO failed to work when joined AD with realm,https://buildweb.eng.vmware.com/ob/2382925/
2382933,2382933,serious,P1,closed,bhatial,xinshul,VDI,Multimedia,Browser Redirection,,,---,Cannot clear up cookies manually in Chrome browser on the Agent when Browser Redirection works,https://buildweb.eng.vmware.com/ob/2382933/
2382943,2382943,serious,P1,closed,hek,yanchaozhang,VDI,Linux Agent,Single Sign-on,,14127266,---,"message ""authentication is required to refresh the system"" prompt after agent installed",https://buildweb.eng.vmware.com/ob/2382943/
2382950,2382950,serious,P2,new,zhanghui,lkong,VDI,Printer  Redirection,VMW - Win Agent,,14092066,---,[Brown]Missing some printers in nested mode when disconnect/reconnect quickly about 6-7 times,https://buildweb.eng.vmware.com/ob/2382950/
2382982,2382982,critical,P1,closed,amold,scheng,VDI,Blast Networking,Other,,14126324,---,wsnm will be bound to a new pair of ports after each blast session disconnection and reconnection.,https://buildweb.eng.vmware.com/ob/2382982/
2383001,2383001,serious,P1,closed,keithw,ljack,VDI,Blast Protocol,Display,,14132538,Yes,"With adaptive encoder, the video quality is worse",https://buildweb.eng.vmware.com/ob/2383001/
2383005,2383005,critical,P1,closed,amold,scheng,VDI,Blast Networking,Other,,14117420,---,Blast worker will not be bound to 22443 anymore even if launch a new session after restart blast service.,https://buildweb.eng.vmware.com/ob/2383005/
2383129,2383129,critical,P1,closed,yuez,tingting,VDI,Remote Client,web client,view-client-auto-web,14038985,---,Sometimes blast dump generated when reconnect a session,https://buildweb.eng.vmware.com/ob/2383129/
2383291,2383291,serious,P1,closed,haishanw,wsong,VDI,Microsoft Teams,Agent,,,---,Meeting Now video failed to start on both sides with video_rendering_time_out on host side,https://buildweb.eng.vmware.com/ob/2383291/
2383403,2383403,critical,P1,closed,songyu,yanchaozhang,VDI,Linux Agent,mksVNCServer,"linuxvdi-multiple-session, view-agent-auto-lx",14137166,---,Failed to login Ubuntu 1804 IC/FC pool,https://buildweb.eng.vmware.com/ob/2383403/
2383406,2383406,serious,P2,closed,renz,yanchaozhang,VDI,Linux Agent,Client Drive Redirection,"triaged, view-agent-auto-lx",14137151,---,coredump for cdrserver under ubuntu 1604,https://buildweb.eng.vmware.com/ob/2383406/
2383421,2383421,serious,P1,closed,ksong,yanchaozhang,VDI,Linux Agent,Clipboard,view-agent-auto-lx,14127266,---,[RHEL8] coredump for mksvchanserver generated,https://buildweb.eng.vmware.com/ob/2383421/
2383424,2383424,serious,P1,closed,hangl,yanchaozhang,VDI,Linux Agent,mksVNCServer,"linuxvdi-multiple-session, view-agent-auto-lx",14127266,---,[RHEL8] coredump for StartXServer.sh generated sometimes,https://buildweb.eng.vmware.com/ob/2383424/
2383440,2383440,serious,P1,closed,alanh,swan,VDI,Blast Integration,Win Client,,14139147,---,[New Client] failed to operate on the seamless window with the mouse after minimizing a selection window of Client,https://buildweb.eng.vmware.com/ob/2383440/
2383443,2383443,critical,P1,closed,alanh,zlin,VDI,Blast Integration,Win Client,,14136555,---,[New Client] RMKS crashed after a while after successfully launched an item PANIC: ASSERT bora\apps\rde\viewClient\viewFFmpeg.c:624,https://buildweb.eng.vmware.com/ob/2383443/
2383449,2383449,critical,P1,closed,vjiang,ltim,VDI,Blast Integration,Linux Client,,14140772,Unknown,"[SSL Proxy]The Linux Client still uses SSL proxy verify, even view.allowSslProxy is ""FALSE""",https://buildweb.eng.vmware.com/ob/2383449/
2383454,2383454,serious,P1,resolved,remote-desktop-experts,clonghai,VDI,Remote Core,Display (RDS),,14140233,---,winClient PCoIP desktop&seamless apps running failed,https://buildweb.eng.vmware.com/ob/2383454/
2383493,2383493,serious,P1,closed,remote-desktop-experts,kchoudhury,VDI,Remote Core,Display (RDS),,14112679,---,vmwrdsddver.dll driver downgrade detected by CI job between 7.9 GA > 7.10 latest,https://buildweb.eng.vmware.com/ob/2383493/
2383614,2383614,serious,P1,closed,alanh,xiaodongz,VDI,Blast Integration,Win Client,"Azure, CART-Sys-Stress, erqe2verify, hcs_scale_ci, hcs_scale_neo, HorizonRDSH, hze_scale_710, hze_scale_ci, scale_auto_found",14141338,---,[New Client]One session was disconnected due to rmks dump during 60 sessions testing to RDSH,https://buildweb.eng.vmware.com/ob/2383614/
2383628,2383628,critical,P1,closed,appblast-guru,scheng,VDI,Blast Protocol,Audio,,14141338,---,AV buffering is still disabled when redirect 3D mouse device while video/audio is playing within desktop.,https://buildweb.eng.vmware.com/ob/2383628/
2383632,2383632,serious,P1,closed,yhui,lkong,VDI,Printer  Redirection,VMW - Win Agent,,14092066,---,"[Brown]Korean Fonts missing when printing PDF file with Foxit PhantomPDF by ""Print as image"" checked",https://buildweb.eng.vmware.com/ob/2383632/
2383689,2383689,serious,P1,new,bhatial,huanguoz,VDI,Multimedia,Flash Optimization,"BAT, CART-AIR-Automation",14132876,---,RMKS and VMWMediaProvider dump created when executing FlashURL Redirection bats case(D:\build\ob\bora-14131444\compcache\cayman_msvc_desktop\ob-13917146\windows2016-clean\win\VS\2019\BuildTools\VC\Tools\MSVC\14.20.27508\include\xtree @ 1585),https://buildweb.eng.vmware.com/ob/2383689/
2383708,2383708,serious,P1,closed,baochenw,huanguoz,VDI,Remote Client,wincdk client,"BAT, CART-AIR-Automation",14132876,---,RMKS and client dump created when executing LogIn As Current User bats case(D:\build\ob\bora-14132876\horizonclient\view\openClient\win32\appMain.cpp @ 915),https://buildweb.eng.vmware.com/ob/2383708/
2383741,2383741,critical,P1,closed,amold,scheng,VDI,Blast Networking,Other,,14081150,---,wsnm process binding to UDP 22443 port is not released even if log off the blast session.,https://buildweb.eng.vmware.com/ob/2383741/
2384384,2384384,critical,P1,closed,ksong,yanchaozhang,VDI,Linux Agent,Core-Agent,"linuxvdi-multiple-session, view-agent-auto-lx",14158110,---,Failed to login to LinuxVDI after several logoff/reconnect iterations,https://buildweb.eng.vmware.com/ob/2384384/
2384386,2384386,serious,P1,closed,ksong,yanchaozhang,VDI,Linux Agent,Core-Agent,"linuxvdi-multiple-session, view-agent-auto-lx",14158110,---,Failed to login to 'PROVISIONED ' Linux agent,https://buildweb.eng.vmware.com/ob/2384386/
2384410,2384410,serious,P1,closed,kelsallt,swan,VDI,Blast Integration,Win Client,,14157635,---,"[New Client] Mouse and keyboard input do not work after clicking ""Send Ctrl+Alt+Delete"" in the locked remote app session",https://buildweb.eng.vmware.com/ob/2384410/
2384427,2384427,critical,P1,closed,nge,zhangh,VDI,Virtual Devices,Serial Port Redirection,"mustfix, view-client-auto-lx, view-client-auto-mac",14074098,Yes,[DCPN-00056427] rtavDevice.exe hang sometimes after uninstall/reinstall on VDI agent if scanner&serial being installed,https://buildweb.eng.vmware.com/ob/2384427/
2384466,2384466,critical,P1,closed,shik,txiong,VDI,USB Redirection,Win Agent,"CART-Sys-Stress, HorizonRDSH, TestBlocker",14159345,Unknown,"Some clients hit error ""'All available application servers for this application are currently busy"" and could not  build session during User Rolling testing with 150 sessions",https://buildweb.eng.vmware.com/ob/2384466/
2384475,2384475,serious,P1,closed,jinxingh,zlin,VDI,RTAV,Win Agent,,14157569,---,rtavDevice.exe.3736.dmp was found in SR API test,https://buildweb.eng.vmware.com/ob/2384475/
2384511,2384511,catastrophic,P1,closed,gsi,txiong,VDI,USB Redirection,Win Agent,"CART-Sys-Stress, HorizonRDSH",14159345,Unknown,wsnm dump during User Rolling testing with 150 sessions,https://buildweb.eng.vmware.com/ob/2384511/
2384512,2384512,critical,P1,closed,bliu,scheng,VDI,Remote Client,wincdk client,,14141338,---,Disabling AV buffering doesn't work for 3D mouse with USB auto connect,https://buildweb.eng.vmware.com/ob/2384512/
2384565,2384565,serious,P1,closed,vjiang,scheng,VDI,Blast Protocol,Display,,14157569,---,3D mouse performance is improved after around 1 min even though audio file is keep playing,https://buildweb.eng.vmware.com/ob/2384565/
2384647,2384647,serious,P1,resolved,jwalton,xinshul,VDI,Documentation,View Admin Guide/Admin UI Help,known-issue,,---,Cannot do the download operation,https://buildweb.eng.vmware.com/ob/2384647/
2384651,2384651,serious,P1,resolved,jwalton,xinshul,VDI,Documentation,View Admin Guide/Admin UI Help,known-issue,,---,Cannot save password for users,https://buildweb.eng.vmware.com/ob/2384651/
2384659,2384659,serious,P1,resolved,jwalton,xinshul,VDI,Documentation,View Admin Guide/Admin UI Help,,,---,Pressing Alt+F4 will clear the content of view point,https://buildweb.eng.vmware.com/ob/2384659/
2384662,2384662,serious,P1,new,shahsunny,xinshul,VDI,Documentation,VDI Release Notes,,,---,Keyboard shotcuts that applys in browser redirection,https://buildweb.eng.vmware.com/ob/2384662/
2384665,2384665,minor,P1,resolved,jwalton,xinshul,VDI,Documentation,View Admin Guide/Admin UI Help,known-issue,,---,No method to save image,https://buildweb.eng.vmware.com/ob/2384665/
2384676,2384676,minor,P1,closed,jwalton,xinshul,VDI,Documentation,VDI Release Notes,"known-issue, RNA-documented",,---,Context Menu in viewport is fully available,https://buildweb.eng.vmware.com/ob/2384676/
2384677,2384677,minor,P1,resolved,jwalton,xinshul,VDI,Documentation,View Admin Guide/Admin UI Help,"Documentation, known-issue",,---,Dragging a link on viewport to address bar is not supported,https://buildweb.eng.vmware.com/ob/2384677/
2384678,2384678,minor,P1,resolved,jwalton,xinshul,VDI,Documentation,View Admin Guide/Admin UI Help,,,---,(Traditional approach) Improve the viewport view when disable the extension abruptly,https://buildweb.eng.vmware.com/ob/2384678/
2384679,2384679,serious,P1,closed,jwalton,xinshul,VDI,Documentation,VDI Release Notes,,,---,Blank page problem when proceed to a page which has certificate errors,https://buildweb.eng.vmware.com/ob/2384679/
2384681,2384681,serious,P1,resolved,jwalton,xinshul,VDI,Documentation,View Admin Guide/Admin UI Help,,,---,Cannot clear up cookies manually when Browser Redirection works,https://buildweb.eng.vmware.com/ob/2384681/
2384684,2384684,critical,P1,closed,bentonj,ljack,VDI,Blast Protocol,Other,,14159345,No,[Dynamic Encoder] Not switch to adaptive after stop playing video for more than 2 minutes,https://buildweb.eng.vmware.com/ob/2384684/
2384718,2384718,serious,P1,closed,zji,zhangh,VDI,Remote Client,lx client,view-client-auto-lx,14159819,Yes,libglib-2.0.so.0 are lost from pcoip tar pacakges.,https://buildweb.eng.vmware.com/ob/2384718/
2384955,2384955,serious,P1,new,haishanw,wsong,VDI,Microsoft Teams,Agent,,,---,Web camera setting was changed to None on VDI teams after running for long time,https://buildweb.eng.vmware.com/ob/2384955/
2384987,2384987,serious,P1,resolved,jwalton,bhatial,VDI,Documentation,View Admin Guide/Admin UI Help,,,---,(Extension addressbar approach) Sometimes cannot go back to the previous page,https://buildweb.eng.vmware.com/ob/2384987/
2384995,2384995,minor,P1,resolved,jwalton,bhatial,VDI,Documentation,View Admin Guide/Admin UI Help,,,---,Launching chrome page in different ways cannot make browser redirection work until refreshing the page,https://buildweb.eng.vmware.com/ob/2384995/
2385010,2385010,serious,P1,resolved,jwalton,bhatial,VDI,Documentation,View Admin Guide/Admin UI Help,,,---,Drag the top frame of the web page is not with good experience,https://buildweb.eng.vmware.com/ob/2385010/
2385025,2385025,minor,P1,resolved,jwalton,bhatial,VDI,Documentation,View Admin Guide/Admin UI Help,,,---,Switching focus from agent window to redirected view point does not give good experience,https://buildweb.eng.vmware.com/ob/2385025/
2385028,2385028,minor,P1,resolved,jwalton,bhatial,VDI,Documentation,View Admin Guide/Admin UI Help,known-issue,,---,Browser redirection cannot work at the same time with URL content redirection,https://buildweb.eng.vmware.com/ob/2385028/
2385032,2385032,serious,P1,resolved,jwalton,bhatial,VDI,Documentation,View Admin Guide/Admin UI Help,,,---,Resizing the viewport by dragging the edge is not with good experience,https://buildweb.eng.vmware.com/ob/2385032/
2385044,2385044,serious,P1,resolved,jwalton,bhatial,VDI,Documentation,View Admin Guide/Admin UI Help,,,---,(Traditional approach) Cannot back and forward to the historical page,https://buildweb.eng.vmware.com/ob/2385044/
2385125,2385125,serious,P1,closed,taojin,taojin,VDI,Client Displays,Linux,,14159802,No,Linux client could not restore desktop size after re-connect the same desktop,https://buildweb.eng.vmware.com/ob/2385125/
2385132,2385132,serious,P1,closed,songyu,yanchaozhang,VDI,Linux Agent,Core-Agent,"linuxvdi-multiple-session, view-agent-auto-lx",14164020,---,Ubuntu 1804 VM in IC pool get deleted sometimes when login,https://buildweb.eng.vmware.com/ob/2385132/
2385149,2385149,serious,P1,closed,hangl,yanchaozhang,VDI,Linux Agent,mksVNCServer,"linuxvdi-multiple-session, view-agent-auto-lx",14164020,---,"VMwareBlastServer crashed due to ""PANIC: Cannot open display!""",https://buildweb.eng.vmware.com/ob/2385149/
2385199,2385199,serious,P1,closed,yun,yanchaozhang,VDI,Linux Agent,Installer,,,---,Please update viewagent-custom.conf for RHEL 8,https://buildweb.eng.vmware.com/ob/2385199/
2385201,2385201,critical,P1,closed,nke,zlin,VDI,Blast Networking,VVC Integration,PAfeature-BJauto,14165024,---,Blast worker crashed in re-connection stress test,https://buildweb.eng.vmware.com/ob/2385201/
2385351,2385351,critical,P1,closed,gsi,pmeng,VDI,USB Redirection,Win Client,CART-Sys-Stress,14159789,No,"[Repeat Connection] RMKS dmp and ""VMware Horion view Error"" message box cound be found in client while testing conn-disconn-PCoIP-500",https://buildweb.eng.vmware.com/ob/2385351/
2385595,2385595,serious,P1,closed,renz,hangl,VDI,Linux Agent,Core-Agent,triaged,,---,View agent IPC connection error and cannot recover,https://buildweb.eng.vmware.com/ob/2385595/
2385792,2385792,serious,P1,new,blast-networking-sensei,fschimscheimer,VDI,Blast Networking,Other,,14162573,---,Blast worker dump test using RAWC 24 hr. PDF scrolling test,https://buildweb.eng.vmware.com/ob/2385792/
2385801,2385801,serious,P1,closed,haishanw,wsong,VDI,Microsoft Teams,Client,,,---,"When making Teams video call in VDI session, remoteMKS will always crash with certain USB headset device",https://buildweb.eng.vmware.com/ob/2385801/
2386001,2386001,serious,P1,closed,nke,ysan,VDI,Blast Networking,client-common,,14167406,---,[SSL proxy]Linux and mac client hangs for a long time after thumbprint verified failed,https://buildweb.eng.vmware.com/ob/2386001/
2386027,2386027,critical,P1,new,vertikasingh,zhoujing,VDI,Remote Core,Audio (RDS),"PhysicalPCWin10RS4, TestBlocker",14167741,---,[Win 10 WVD] [Physical Agent Win10 RS6] No sound in Remote session and applications such as firefox and explorer may crash,https://buildweb.eng.vmware.com/ob/2386027/
2386079,2386079,serious,P1,closed,nge,xiaodongz,VDI,Virtual Devices,Scanner Redirection,"CART-Sys-Stress, HorizonRDSH",14167741,---,[DCPN-00056661][RDSH][Session0]one LogonUI.dmp was generated during session0 test with 60 clients [d:\rs1\onecore\com\combase\winrt\error\error.cpp @ 1092],https://buildweb.eng.vmware.com/ob/2386079/
2386093,2386093,critical,P1,closed,gsi,scheng,VDI,USB Redirection,Win Agent,TestBlocker,14175027,Yes,Fails to reconnect blast session due to wsnm service stopped,https://buildweb.eng.vmware.com/ob/2386093/
2386099,2386099,serious,P1,closed,lizhiyu,jizhid,VDI,USB Redirection,Win Client,"CART-Sys-Stress, HorizonRDSH",14159789,Unknown,One of 60 clients cannot detect local usb storage when doing disconnection-reconnection testing,https://buildweb.eng.vmware.com/ob/2386099/
2386160,2386160,serious,P1,closed,renz,beiw,VDI,Linux Agent,User Experience,linuxvdi-multiple-session,,---,[Linux VDI][Collaboration] Sometimes the invitee box is displayed too slowly,https://buildweb.eng.vmware.com/ob/2386160/
2386180,2386180,critical,P1,resolved,yun,yun,VDI,Linux Agent,Core-Agent,,,---,[RHEL8] autofit fails in RHEL8,https://buildweb.eng.vmware.com/ob/2386180/
2386188,2386188,minor,P2,new,lizhiyu,manmany,VDI,USB Redirection,Linux Client,,14174792,No,USB menu shows unfriendly when set usb policy as deny on linux client,https://buildweb.eng.vmware.com/ob/2386188/
2386193,2386193,serious,P1,closed,adityashriva,llv,VDI,Smartcard Redirection,VDI - Windows Agent Smart Card,,14175047,---,Installer error with trying to install Windows update on Cu VM on latest build,https://buildweb.eng.vmware.com/ob/2386193/
2386214,2386214,serious,P1,closed,padlakha,jizhid,VDI,Server Core,User Session Management,"CART-Sys-Stress, HorizonRDSH, TestBlocker",14159883,Unknown,Failed to disconnect one session by Viewapi when doing partial logoff-disconnection testing,https://buildweb.eng.vmware.com/ob/2386214/
2386230,2386230,serious,P2,new,kbwriters,wanghelen,VDI,Documentation,VDI Knowledge Base,,14136143,No,"In tablet mode, published application will be in black when switch to it from local application",https://buildweb.eng.vmware.com/ob/2386230/
2386264,2386264,serious,P1,closed,haishanw,pmeng,VDI,Virtual Channel SDKs,VDPService,CART-Sys-Stress,14159883,No,[Repeat Connection] CDR failed was found while testing  conn-logout-PCoIP-500,https://buildweb.eng.vmware.com/ob/2386264/
2386331,2386331,critical,P1,closed,amold,scheng,VDI,Blast Networking,Other,,14175048,---,Blast worker and wsnm are still bound to 22443 even if the port number has been changed via Blast GPO.,https://buildweb.eng.vmware.com/ob/2386331/
