bugNumbers,changelist,client,date,description,reviewURL,reviewedBy,title,user
,7109434,qinz-hc-cart-20fq2,2019/05/13 03:35,"
[Mac Client] Add Notirization for official builds.

We have two publish bundle for dmg and .app of CDS,
then we need to do the notarization for both of them.
So to do the notarization to XXX.app, then it will be package to the dmg and CDS bundle.

QA Notes: 
Testing Done:
Build 23537906 queued (hcmac/cart-20fq2): ",,,[Mac Client] Add Notirization for official builds.,qinz
,7108685,qinz-hc-cart-20fq2,2019/05/12 23:14,"
[Mac Client] Notarization script

Add a script for notarization.
server name '@keychain:itunes' in keychain is not determined, it will be correctted after it be saved.

QA Notes: 
Testing Done: Local testing is OK, notarization to a Horizon client bundle was successful.
most errors scenarios were testing and can be captured.
Documentation Notes: 
Bug Number: 
Reviewed by: guoxin, bliu, zhaokaiy
Approved by: 
Mailto: 
Review URL: ",,,[Mac Client] Notarization script,qinz
,7108477,cbot-production-cart-20fq2-horizonlinuxagent-rde-rft-all,2019/05/12 21:19,"
CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7106531 to 7108404 for horizonlinuxagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonlinuxagent/rde-rft-all.yaml

This change was made on behalf of zhiminl by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7106531 to 7108404 for horizonlinuxagent on branch cart-20fq2.,zhiminl
,7108477,cbot-production-cart-20fq2-horizonlinuxagent-rde-rft-all,2019/05/12 21:19,"
CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7106531 to 7108404 for horizonlinuxagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonlinuxagent/rde-rft-all.yaml

This change was made on behalf of zhiminl by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7106531 to 7108404 for horizonlinuxagent on branch cart-20fq2.,zhiminl
,7108477,cbot-production-cart-20fq2-horizonlinuxagent-rde-rft-all,2019/05/12 21:19,"
CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7106531 to 7108404 for horizonlinuxagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonlinuxagent/rde-rft-all.yaml

This change was made on behalf of zhiminl by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7106531 to 7108404 for horizonlinuxagent on branch cart-20fq2.,zhiminl
,7107131,cbot-production-cart-20fq2-hcwin-horizonagent,2019/05/11 20:00,"
CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7105599 to 7106992 for hcwin on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hcwin/horizonagent.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7105599 to 7106992 for hcwin on branch cart-20fq2.,sprabhu
,7107131,cbot-production-cart-20fq2-hcwin-horizonagent,2019/05/11 20:00,"
CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7105599 to 7106992 for hcwin on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hcwin/horizonagent.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7105599 to 7106992 for hcwin on branch cart-20fq2.,sprabhu
,7107131,cbot-production-cart-20fq2-hcwin-horizonagent,2019/05/11 20:00,"
CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7105599 to 7106992 for hcwin on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hcwin/horizonagent.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7105599 to 7106992 for hcwin on branch cart-20fq2.,sprabhu
,7106992,cbot-production-cart-20fq2-horizonagent-appblast,2019/05/11 18:05,"
CBOT: Automatic update of appblast/blast-20fq2 CLN from b2848d94ba726a3c324c65621ca8bb8fbc7edb20 to a86fef7cdb3a21e0b8c7d6001d569d56f65f5e61 for horizonagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonagent/appblast.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of appblast/blast-20fq2 CLN from b2848d94ba726a3c324c65621ca8bb8fbc7edb20 to a86fef7cdb3a21e0b8c7d6001d569d56f65f5e61 for horizonagent on branch cart-20fq2.,sprabhu
,7106941,cbot-production-cart-20fq2-horizonlinuxagent-rde-rft-all,2019/05/11 17:27,"
CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7105161 to 7106531 for horizonlinuxagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonlinuxagent/rde-rft-all.yaml

This change was made on behalf of zhiminl by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7105161 to 7106531 for horizonlinuxagent on branch cart-20fq2.,zhiminl
,7106941,cbot-production-cart-20fq2-horizonlinuxagent-rde-rft-all,2019/05/11 17:27,"
CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7105161 to 7106531 for horizonlinuxagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonlinuxagent/rde-rft-all.yaml

This change was made on behalf of zhiminl by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7105161 to 7106531 for horizonlinuxagent on branch cart-20fq2.,zhiminl
,7105599,cbot-production-cart-20fq2-horizonagent-v4v,2019/05/10 18:53,"
CBOT: Automatic update of v4v/v4v-20fq2 CLN from 1287423 to 1288079 for horizonagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonagent/v4v.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of v4v/v4v-20fq2 CLN from 1287423 to 1288079 for horizonagent on branch cart-20fq2.,sprabhu
,7105599,cbot-production-cart-20fq2-horizonagent-v4v,2019/05/10 18:53,"
CBOT: Automatic update of v4v/v4v-20fq2 CLN from 1287423 to 1288079 for horizonagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonagent/v4v.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of v4v/v4v-20fq2 CLN from 1287423 to 1288079 for horizonagent on branch cart-20fq2.,sprabhu
,7105599,cbot-production-cart-20fq2-horizonagent-v4v,2019/05/10 18:53,"
CBOT: Automatic update of v4v/v4v-20fq2 CLN from 1287423 to 1288079 for horizonagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonagent/v4v.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of v4v/v4v-20fq2 CLN from 1287423 to 1288079 for horizonagent on branch cart-20fq2.,sprabhu
,7105421,cbot-production-cart-20fq2-horizonlinuxagent-horizonagent,2019/05/10 17:32,"
CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7104766 to 7105161 for horizonlinuxagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonlinuxagent/horizonagent.yaml

This change was made on behalf of zhiminl by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7104766 to 7105161 for horizonlinuxagent on branch cart-20fq2.,zhiminl
,7105421,cbot-production-cart-20fq2-horizonlinuxagent-horizonagent,2019/05/10 17:32,"
CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7104766 to 7105161 for horizonlinuxagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonlinuxagent/horizonagent.yaml

This change was made on behalf of zhiminl by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7104766 to 7105161 for horizonlinuxagent on branch cart-20fq2.,zhiminl
,7105421,cbot-production-cart-20fq2-horizonlinuxagent-horizonagent,2019/05/10 17:32,"
CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7104766 to 7105161 for horizonlinuxagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonlinuxagent/horizonagent.yaml

This change was made on behalf of zhiminl by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7104766 to 7105161 for horizonlinuxagent on branch cart-20fq2.,zhiminl
,7103565,cbot-production-cart-20fq2-horizonlinuxagent-horizonagent,2019/05/10 04:27,"
CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7101950 to 7103413 for horizonlinuxagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonlinuxagent/horizonagent.yaml

This change was made on behalf of zhiminl by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7101950 to 7103413 for horizonlinuxagent on branch cart-20fq2.,zhiminl
,7103565,cbot-production-cart-20fq2-horizonlinuxagent-horizonagent,2019/05/10 04:27,"
CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7101950 to 7103413 for horizonlinuxagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonlinuxagent/horizonagent.yaml

This change was made on behalf of zhiminl by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7101950 to 7103413 for horizonlinuxagent on branch cart-20fq2.,zhiminl
,7103225,qinz-hc-cart-20fq2-2,2019/05/10 02:38,"
[Mac Client/CDS] Add support for minimum deployment target

The script of cdsng makedescriptor.py has already support adding custom info,
 then add minimumHostOSMajorVersion to support incompatibility checking.

QA Notes: 
Testing Done: Sandbox:
Build 23487170 queued (hcmac/cart-20fq2): ",,,[Mac Client/CDS] Add support for minimum deployment target,qinz
,7102586,lisali_dev,2019/05/09 23:00,"
InstallShortcutsThenQuit command line takes a bit long time to create shortcuts. Because there is a 10s timer when download icons. Change timer from 10s to 2s to make shortcut creating faster.

change const UINT ICON_DOWNLOAD_CHECK_TIMER_ELAPSE_MS = 10000u;
to const UINT ICON_DOWNLOAD_CHECK_TIMER_ELAPSE_MS = 2000u;

QA Notes:
Testing Done:
",,,InstallShortcutsThenQuit command line takes a bit long time to create shortcuts. Because there is a 10s timer when download icons. Change timer from 10s to 2s to make shortcut creating faster.,lisali
,7102586,lisali_dev,2019/05/09 23:00,"
InstallShortcutsThenQuit command line takes a bit long time to create shortcuts. Because there is a 10s timer when download icons. Change timer from 10s to 2s to make shortcut creating faster.

change const UINT ICON_DOWNLOAD_CHECK_TIMER_ELAPSE_MS = 10000u;
to const UINT ICON_DOWNLOAD_CHECK_TIMER_ELAPSE_MS = 2000u;

QA Notes:
Testing Done:
",,,InstallShortcutsThenQuit command line takes a bit long time to create shortcuts. Because there is a 10s timer when download icons. Change timer from 10s to 2s to make shortcut creating faster.,lisali
,7102586,lisali_dev,2019/05/09 23:00,"
InstallShortcutsThenQuit command line takes a bit long time to create shortcuts. Because there is a 10s timer when download icons. Change timer from 10s to 2s to make shortcut creating faster.

change const UINT ICON_DOWNLOAD_CHECK_TIMER_ELAPSE_MS = 10000u;
to const UINT ICON_DOWNLOAD_CHECK_TIMER_ELAPSE_MS = 2000u;

QA Notes:
Testing Done:
",,,InstallShortcutsThenQuit command line takes a bit long time to create shortcuts. Because there is a 10s timer when download icons. Change timer from 10s to 2s to make shortcut creating faster.,lisali
,7101800,cbot-production-cart-20fq2-hccrt-crtbora,2019/05/09 18:01,"
CBOT: Automatic update of crtbora/cart-20fq2 CLN from 7098930 to 7101429 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/crtbora.yaml

This change was made on behalf of zji by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of crtbora/cart-20fq2 CLN from 7098930 to 7101429 for hccrt on branch cart-20fq2.,zji
,7101800,cbot-production-cart-20fq2-hccrt-crtbora,2019/05/09 18:01,"
CBOT: Automatic update of crtbora/cart-20fq2 CLN from 7098930 to 7101429 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/crtbora.yaml

This change was made on behalf of zji by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of crtbora/cart-20fq2 CLN from 7098930 to 7101429 for hccrt on branch cart-20fq2.,zji
,7101800,cbot-production-cart-20fq2-hccrt-crtbora,2019/05/09 18:01,"
CBOT: Automatic update of crtbora/cart-20fq2 CLN from 7098930 to 7101429 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/crtbora.yaml

This change was made on behalf of zji by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of crtbora/cart-20fq2 CLN from 7098930 to 7101429 for hccrt on branch cart-20fq2.,zji
,7099643,cbot-production-cart-20fq2-hccrt-mobilelibs,2019/05/09 04:48,"
CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7097521 to 7099251 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/mobilelibs.yaml

This change was made on behalf of qinz by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7097521 to 7099251 for hccrt on branch cart-20fq2.,qinz
,7099251,cbot-production-cart-20fq2-horizonagent-appblast,2019/05/09 02:40,"
CBOT: Automatic update of appblast/blast-20fq2 CLN from a535bd0bac83e4885e93b033b3841a267429e191 to 81eb433626510f780063e68380c58e3471db0256 for horizonagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonagent/appblast.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of appblast/blast-20fq2 CLN from a535bd0bac83e4885e93b033b3841a267429e191 to 81eb433626510f780063e68380c58e3471db0256 for horizonagent on branch cart-20fq2.,sprabhu
,7099643,cbot-production-cart-20fq2-hccrt-mobilelibs,2019/05/09 04:48,"
CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7097521 to 7099251 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/mobilelibs.yaml

This change was made on behalf of qinz by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7097521 to 7099251 for hccrt on branch cart-20fq2.,qinz
,7097810,cbot-production-cart-20fq2-hccrt-rde-rft-all,2019/05/08 18:00,"
CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7096179 to 7097521 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/rde-rft-all.yaml

This change was made on behalf of moliver by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7096179 to 7097521 for hccrt on branch cart-20fq2.,moliver
,7097810,cbot-production-cart-20fq2-hccrt-rde-rft-all,2019/05/08 18:00,"
CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7096179 to 7097521 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/rde-rft-all.yaml

This change was made on behalf of moliver by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7096179 to 7097521 for hccrt on branch cart-20fq2.,moliver
,7097810,cbot-production-cart-20fq2-hccrt-rde-rft-all,2019/05/08 18:00,"
CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7096179 to 7097521 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/rde-rft-all.yaml

This change was made on behalf of moliver by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7096179 to 7097521 for hccrt on branch cart-20fq2.,moliver
,7096082,zhanghui,2019/05/08 04:31,"
Fix bug 2339413: On nested mode, default printer on Agent is not consistent with the one on Client

If  ""Let Windows to manager my default printer"" is enabled. SetDefaultPrinter() may not work.
Solution:
Under current user scope,when print server start, we disable ""Let Windows to manager my default printe"".
When print server start, restore the original setting.

QA Notes: 
Testing Done: ",,,"Fix bug 2339413: On nested mode, default printer on Agent is not consistent with the one on Client",zhanghui
,7096082,zhanghui,2019/05/08 04:31,"
Fix bug 2339413: On nested mode, default printer on Agent is not consistent with the one on Client

If  ""Let Windows to manager my default printer"" is enabled. SetDefaultPrinter() may not work.
Solution:
Under current user scope,when print server start, we disable ""Let Windows to manager my default printe"".
When print server start, restore the original setting.

QA Notes: 
Testing Done: ",,,"Fix bug 2339413: On nested mode, default printer on Agent is not consistent with the one on Client",zhanghui
,7095770,cbot-production-cart-20fq2-horizonagent-appblast,2019/05/08 02:43,"
CBOT: Automatic update of appblast/blast-20fq2 CLN from c618deba6cd0fba935d57c0862e9f90905de7ed6 to 7f48587e28bf20a5ad6451cae1458e150289c6aa for horizonagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonagent/appblast.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of appblast/blast-20fq2 CLN from c618deba6cd0fba935d57c0862e9f90905de7ed6 to 7f48587e28bf20a5ad6451cae1458e150289c6aa for horizonagent on branch cart-20fq2.,sprabhu
,7094441,dperi-u16-cart-20fq2,2019/05/07 18:03,"
vncBlastTransport: logging improvements

Crossport of change 7094351 from main to cart-20fq2.

Testing Done: [Refer to original change.]
Bug Number: 2340704
Reviewed by: keithw, gwajda, rbhatane, vadkar, moliver, smoiron
Review URL: ",,,vncBlastTransport: logging improvements,dperi
,7094416,cbot-production-cart-20fq2-hcwin-cayman_msvc_redists,2019/05/07 17:55,"
CBOT: Automatic update of cayman_msvc_redists/vc140-redists-latest CLN from 9f1340a27dd6031bb697248dfdfb9dbf7e5c98cc to b73a5666f16de7000dee91f701ffcd8efbbd035c for hcwin on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hcwin/cayman_msvc_redists.yaml

This change was made on behalf of grossag by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of cayman_msvc_redists/vc140-redists-latest CLN from 9f1340a27dd6031bb697248dfdfb9dbf7e5c98cc to b73a5666f16de7000dee91f701ffcd8efbbd035c for hcwin on branch cart-20fq2.,grossag
,7094416,cbot-production-cart-20fq2-hcwin-cayman_msvc_redists,2019/05/07 17:55,"
CBOT: Automatic update of cayman_msvc_redists/vc140-redists-latest CLN from 9f1340a27dd6031bb697248dfdfb9dbf7e5c98cc to b73a5666f16de7000dee91f701ffcd8efbbd035c for hcwin on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hcwin/cayman_msvc_redists.yaml

This change was made on behalf of grossag by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of cayman_msvc_redists/vc140-redists-latest CLN from 9f1340a27dd6031bb697248dfdfb9dbf7e5c98cc to b73a5666f16de7000dee91f701ffcd8efbbd035c for hcwin on branch cart-20fq2.,grossag
,7092525,cbot-production-cart-20fq2-hccrt-mobilelibs,2019/05/07 04:04,"
CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7089091 to 7092305 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/mobilelibs.yaml

This change was made on behalf of qinz by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7089091 to 7092305 for hccrt on branch cart-20fq2.,qinz
,7092525,cbot-production-cart-20fq2-hccrt-mobilelibs,2019/05/07 04:04,"
CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7089091 to 7092305 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/mobilelibs.yaml

This change was made on behalf of qinz by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7089091 to 7092305 for hccrt on branch cart-20fq2.,qinz
,7092305,cbot-production-cart-20fq2-horizonlinuxagent-rde-rft-all,2019/05/07 02:55,"
CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7090740 to 7091681 for horizonlinuxagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonlinuxagent/rde-rft-all.yaml

This change was made on behalf of zhiminl by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of rde-rft-all/cart-20fq2 CLN from 7090740 to 7091681 for horizonlinuxagent on branch cart-20fq2.,zhiminl
,7089306,cbot-production-cart-20fq2-hccrt-mobilelibs,2019/05/06 04:22,"
CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7087055 to 7089091 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/mobilelibs.yaml

This change was made on behalf of qinz by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7087055 to 7089091 for hccrt on branch cart-20fq2.,qinz
,7091024,cbot-production-cart-20fq2-hccrt-crtbora,2019/05/06 18:03,"
CBOT: Automatic update of crtbora/cart-20fq2 CLN from 7088796 to 7090740 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/crtbora.yaml

This change was made on behalf of zji by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of crtbora/cart-20fq2 CLN from 7088796 to 7090740 for hccrt on branch cart-20fq2.,zji
,7091003,cbot-production-cart-20fq2-hcwin-horizonagent,2019/05/06 17:56,"
CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7087999 to 7090740 for hcwin on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hcwin/horizonagent.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7087999 to 7090740 for hcwin on branch cart-20fq2.,sprabhu
,7091024,cbot-production-cart-20fq2-hccrt-crtbora,2019/05/06 18:03,"
CBOT: Automatic update of crtbora/cart-20fq2 CLN from 7088796 to 7090740 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/crtbora.yaml

This change was made on behalf of zji by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of crtbora/cart-20fq2 CLN from 7088796 to 7090740 for hccrt on branch cart-20fq2.,zji
,7089306,cbot-production-cart-20fq2-hccrt-mobilelibs,2019/05/06 04:22,"
CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7087055 to 7089091 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/mobilelibs.yaml

This change was made on behalf of qinz by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7087055 to 7089091 for hccrt on branch cart-20fq2.,qinz
,7088013,cbot-production-cart-20fq2-hcwin-horizonagent,2019/05/05 17:55,"
CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7087055 to 7087876 for hcwin on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hcwin/horizonagent.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7087055 to 7087876 for hcwin on branch cart-20fq2.,sprabhu
,7089091,cbot-production-cart-20fq2-horizonagent-appblast,2019/05/06 02:50,"
CBOT: Automatic update of appblast/blast-20fq2 CLN from 01a3494b6743217510c8cd649eae6d6d568a4de2 to 4c2869ae3c5a9691b77893200a5ec79730a8d7db for horizonagent on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/horizonagent/appblast.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of appblast/blast-20fq2 CLN from 01a3494b6743217510c8cd649eae6d6d568a4de2 to 4c2869ae3c5a9691b77893200a5ec79730a8d7db for horizonagent on branch cart-20fq2.,sprabhu
,7088013,cbot-production-cart-20fq2-hcwin-horizonagent,2019/05/05 17:55,"
CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7087055 to 7087876 for hcwin on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hcwin/horizonagent.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7087055 to 7087876 for hcwin on branch cart-20fq2.,sprabhu
,7087227,cbot-production-cart-20fq2-hccrt-mobilelibs,2019/05/05 04:30,"
CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7085558 to 7087055 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/mobilelibs.yaml

This change was made on behalf of qinz by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7085558 to 7087055 for hccrt on branch cart-20fq2.,qinz
,7087227,cbot-production-cart-20fq2-hccrt-mobilelibs,2019/05/05 04:30,"
CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7085558 to 7087055 for hccrt on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hccrt/mobilelibs.yaml

This change was made on behalf of qinz by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of mobilelibs/cart-20fq2 CLN from 7085558 to 7087055 for hccrt on branch cart-20fq2.,qinz
,7088013,cbot-production-cart-20fq2-hcwin-horizonagent,2019/05/05 17:55,"
CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7087055 to 7087876 for hcwin on branch cart-20fq2.

gobuild automation - update to component build number

CBot config file: /build/apps/cbot/config/cart-20fq2/hcwin/horizonagent.yaml

This change was made on behalf of sprabhu by the gobuild
component robot (aka CBot); see ",,,CBOT: Automatic update of horizonagent/cart-20fq2 CLN from 7087055 to 7087876 for hcwin on branch cart-20fq2.,sprabhu
